,NOME,VALOR,DETALHES,ENDEREÇO
1220,"Apartamento com 3 dormitórios para alugar, 190 m² por R$ 2.000/mês - Tirol - Natal/RN",R$ 2.000,"['3 quartos ', ' 190m² ', ' Condomínio: R$ 1.400 ', ' 2 vagas']",Tirol
1221,"Apartamento com 1 dormitório para alugar, 32 m² por R$ 850/mês - Areia Preta - Natal/RN",R$ 850,"['1 quarto ', ' 32m² ', ' Condomínio: R$ 550']",Areia Preta
1222,"Apartamento com 1 dormitório para alugar, 40 m² por R$ 1.300/mês - Lagoa Nova - Natal/RN",R$ 1.000,"['1 quarto ', ' 1m² ', ' 1 vaga']",Lagoa Nova
1223,Disponivel Locação - Estrela do Atlântico,R$ 2.400,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1224,Excelente Apartamento no Luiz de barros,R$ 1.050,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 415 ', ' 1 vaga']",Rocas
1225,Só hoje apartamento blue ocean em ponta negra por 2 mil andar alto!!!,R$ 2.000,"['2 quartos ', ' 1 vaga']",Ponta Negra
1226,"aluga-se apto no condomínio residencial colina dos flamboyant's, 2/4",R$ 800,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 0']",Capim Macio
1227,Kitnet,R$ 650,"['1 quarto ', ' 30m² ', ' Condomínio: R$ 650']",Capim Macio
1228,"Apartamento com 2 dormitórios para alugar, 56 m² por R$ 1.500,00/mês - Tirol - Natal/RN",R$ 1.500,"['2 quartos ', ' 56m² ', ' 1 vaga']",Tirol
1229,Excelente Apt LOCAÇÃO 02 quartos/ 01 suíte Cond. Estrela de Natal,R$ 1.200,"['2 quartos ', ' 57m² ', ' 1 vaga']",Pitimbu
1230,CONDOMINIO ANA TERRA,R$ 2.700,"['3 quartos ', ' Condomínio: R$ 800']",Petrópolis
1231,Apartamento para alugar com 3 quartos 65m² por R$ 900/mês - Ponta Negra - Natal/RN,R$ 900,"['3 quartos ', ' 1 vaga']",Ponta Negra
1232,Kitnet loft cidade da Esperança,R$ 400,"['1 quarto ', ' 19m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Cidade da Esperança
1233,Infinity Areia Preta locação andar alto,R$ 10.000,"['4 quartos ', ' 283m² ', ' Condomínio: R$ 1.750 ', ' 4 vagas']",Areia Preta
1234,Apartamento capim macio 55 m²,R$ 1.900,"['2 quartos ', ' 55m² ', ' 1 vaga']",Capim Macio
1235,Apartamento no Cacao Flat totalmente mobiliado apenas a uns metros da praia,R$ 1.900,"['1 quarto ', ' 0m²']",Ponta Negra
1236,Flat 1/4 mobiliado beira mar ,R$ 1.500,"['1 quarto ', ' 48m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1237,Apartamento aluguel ou venda,R$ 600,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Cidade da Esperança
1238,Apartamento Em Ponta Negra,R$ 1.200,"['2 quartos ', ' 1 vaga']",Ponta Negra
1239,Apartamento Bem Perto da Praia,R$ 1.700,"['1 quarto ', ' 56m²']",Areia Preta
1240,Apartamento em Capim Macio,R$ 650,"['2 quartos ', ' 72m² ', ' Condomínio: R$ 180 ', ' 1 vaga']",Capim Macio
1241,Lindo Flat mobiliado Em Ponta Negra,R$ 1.700,"['1 quarto ', ' 40m² ', ' 1 vaga']",Ponta Negra
1242,Apartamento em Tirol codigo Ei-22668,R$ 1.950,"['3 quartos ', ' 90m² ', ' Condomínio: R$ 700 ', ' 2 vagas']",Tirol
1243,Apartamento em Tirol código. Ei-20739,R$ 1.600,"['3 quartos ', ' 95m² ', ' Condomínio: R$ 720 ', ' 2 vagas']",Tirol
1244,Apartamento em Lagoa Nova código Ei-22363,R$ 2.000,"['3 quartos ', ' 90m² ', ' 2 vagas']",Lagoa Nova
1245,ALUGO APARTAMENTO EM NATAL BRISA $1.450,R$ 1.450,"['2 quartos ', ' 1 vaga']",Pitimbu
1246,Apto Serrambi III,R$ 900,"['3 quartos ', ' 67m² ', ' Condomínio: R$ 200 ', ' 1 vaga']",Capim Macio
1247,Alugo Estrela do Atlântico com 2 quartos sendo 1 suíte Semi Mobiliado,R$ 2.200,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1248,Cobertura Brisa Calma Premium Flat,R$ 10.000,"['4 quartos ', ' 165m² ', ' 1 vaga']",Ponta Negra
1249,Cacau Flat cobertura 3 suites Ponta Negra,R$ 9.000,"['3 quartos ', ' 0m²']",Ponta Negra
1250,"Apartamento com 3 Quartos, mobiliado em Ponta Negra 100 m²",R$ 3.000,"['3 quartos ', ' 100m² ', ' 1 vaga']",Ponta Negra
1251,"Apartamento Barro vermelho, cod. imóvel 8611",R$ 900,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 640 ', ' 2 vagas']",Barro Vermelho
1252,Alugo apartamento em Neópolis,R$ 590,"['1 quarto ', ' 35m²']",Neópolis
1253,Apartamento em Ponta Negra - Corais do Atlântico,R$ 1.900,"['3 quartos ', ' 115m² ', ' Condomínio: R$ 730 ', ' 2 vagas']",Ponta Negra
1254,Apartamento vista mar por 1600!!! paradise ,R$ 1.600,"['1 quarto ', ' 1 vaga']",Ponta Negra
1255,Alugo apartamento em Tirol,R$ 1.000,"['1 quarto ', ' 55m²']",Tirol
1256,Apartamento Mobiliado,R$ 1.000,"['1 quarto ', ' 50m² ', ' 1 vaga']",Ponta Negra
1257,Kitnet no bairro de Neópolis ,R$ 700,"['1 quarto ', ' 0m² ', ' Condomínio: R$ 0']",Neópolis
1258,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:766686",R$ 750,"['2 quartos ', ' 70m² ', ' Condomínio: R$ 280 ', ' 2 vagas']",Lagoa Nova
1259,Apartamento para locação na esquina mais charmosa do Tirol,R$ 1.900,"['2 quartos ', ' 56m² ', ' 1 vaga']",Tirol
1260,"Apartamento para alugar com 2 dormitórios em Petrópolis, Natal cod:8257",R$ 1.600,"['2 quartos ', ' 56m² ', ' 1 vaga']",Petrópolis
1261,"Apartamento Mobiliado para Locação em Natal, Ponta Negra, 3 dormitórios, 2 suítes, 4 banhe",R$ 3.990,"['3 quartos ', ' 117m² ', ' 3 vagas']",Ponta Negra
1262,"Apartamento com 2 dormitórios para alugar, 54 m² por R$ 1.900,00/mês - Ponta Negra - Natal",R$ 1.900,"['2 quartos ', ' 54m² ', ' Condomínio: R$ 430 ', ' 1 vaga']",Ponta Negra
1263,Aluguel - Apartamento em Ponta Negra -Tranquilade e qualidade de vida,R$ 1.750,"['3 quartos ', ' 96m² ', ' Condomínio: R$ 530 ', ' 2 vagas']",Ponta Negra
1264,Apartamento para alugar capim macio,R$ 1.300,"['3 quartos ', ' 67m² ', ' 1 vaga']",Capim Macio
1265,Apartamento no verano ponta negra mobiliado 2/4,R$ 1.600,"['2 quartos ', ' 56m² ', ' 1 vaga']",Ponta Negra
1266,Apartamento Sun Golden,R$ 1.300,"['2 quartos ', ' 58m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1267,Aluga apartamento em ponta negra,R$ 1.200,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 0']",Ponta Negra
1268,Apartamento em Lagoa Nova,R$ 900,"['1 quarto ', ' 60m² ', ' 1 vaga']",Lagoa Nova
1269,"Kitnet em ponta negra, 1 quarto",R$ 400,"['1 quarto ', ' 1 vaga']",Ponta Negra
1270,LDAP0921 Apartamento em Ponta Negra com vista para o mar e o Morro do Careca 2/4,R$ 2.500,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 1 ', ' 1 vaga']",Ponta Negra
1271,LDAP2066 Belíssimo apartamento em Ponta Negra de 2/4,R$ 1.200,"['2 quartos ', ' 60m² ', ' 1 vaga']",Ponta Negra
1272,LDAP0593 Apartamento em Lagoa Nova 3/4 com 90m²,R$ 3.000,"['3 quartos ', ' 90m² ', ' 2 vagas']",Nova Descoberta
1273,"LDAP1773 Alugo apartamento todo reformado, ventilado, em Lagoa Nova 2/4",R$ 1.378,"['2 quartos ', ' 74m² ', ' Condomínio: R$ 1 ', ' 2 vagas']",Lagoa Nova
1274,LM + AP1691 Flat de luxo próximo a praia / Ponta Negra,R$ 2.499,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1275,Lm + AP1860 Apartamento com varanga goumert / Lagoa Nova,R$ 3.999,"['3 quartos ', ' 160m² ', ' Condomínio: R$ 0 ', ' 4 vagas']",Dix-Sept Rosado
1276,Lm+AP0067 Apartamento com e sem mobilia / Capim Macio,R$ 1.299,"['2 quartos ', ' 45m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1277,LM+AP0800 Apartamento mobiliado / Ponta Negra,R$ 1.300,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1278,Apartamento Alto da Ribeira Imperdível,R$ 1.150,"['2 quartos ', ' 58m² ', ' 1 vaga']",Ribeira
1279,"Apartamento em lagoa nova todo no porcelanato e com moveis projetados com 3\4, lagoa nova",R$ 3.000,"['3 quartos ', ' 90m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Lagoa Nova
1280,AP0263 Apartamento Residencial / Capim Macio,R$ 750,"['1 quarto ', ' 36m² ', ' 1 vaga']",Capim Macio
1281,"Apartamento no Planalto 2/4, c/varanda, sombra e ventilado",R$ 590,"['2 quartos ', ' 47m² ', ' 1 vaga']",Planalto
1282,Apartamento Pontamares - Ponta Negra,R$ 2.000,"['2 quartos ', ' 57m² ', ' 1 vaga']",Ponta Negra
1283,"Aluga Kitinet 800,00 zap *",R$ 800,"['1 quarto ', ' 29m² ', ' 1 vaga']",Lagoa Nova
1284,Cód. 11132 - Cond. Golden Tower,R$ 850,"['1 quarto ', ' 40m² ', ' Condomínio: R$ 548 ', ' 1 vaga']",Areia Preta
1285,"Dunas Tirol, perto do Shoping Midway Mall",R$ 1.200,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 420 ', ' 1 vaga']",Tirol
1286,Estrela do Atlântico mobiliado (12° andar),R$ 2.400,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1287,Kitnet para locação em Neópolis,R$ 350,['1 quarto'],Neópolis
1288,Cond. Torre Imperial - próximo a cabo Telecom,R$ 2.000,"['4 quartos ', ' 230m² ', ' Condomínio: R$ 1.450 ', ' 3 vagas']",Candelária
1289,Cód. 8945 - Torre de Amintas Barros,R$ 900,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 395 ', ' 1 vaga']",Lagoa Nova
1290,Apartamento desocupado para alugar,R$ 1.000,"['3 quartos ', ' Condomínio: R$ 150 ', ' 2 vagas']",Neópolis
1291,Flat em ponta negra com taxas inclusas ,R$ 1.600,"['1 quarto ', ' 1 vaga']",Ponta Negra
1292,Apartamento 2/4 em Ponta Negra ? Novo e com Vista para o mar,R$ 1.400,"['2 quartos ', ' 0m² ', ' 1 vaga']",Capim Macio
1293,Apartamento com 1\4 em capim macio relativamente próximo da Ayrton Senna,R$ 700,"['1 quarto ', ' 36m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
1294,Excelente Flat em Ponta Negra a poucos metros da praia de Ponta Negra,R$ 1.700,"['1 quarto ', ' 40m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1295,"Apartamento no bairro latino com 3\4, localizado em Candelária, ao lado do Carrefour",R$ 1.400,"['3 quartos ', ' 80m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Candelária
1296,Apartamento semi mobiliado com moveis de alto padrão em lagoa nova com 3\4 + escritório,R$ 3.525,"['3 quartos ', ' 103m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Lagoa Nova
1297,Excelente apartamento flat em ponta negra próximo o praia shopping com 1\4,R$ 1.350,"['1 quarto ', ' 30m² ', ' Condomínio: R$ 0']",Ponta Negra
1298,Residencial Vitória ,R$ 1.550,"['2 quartos ', ' 64m² ', ' 1 vaga']",Lagoa Seca
1299,"Apartamento em Candelária 3\4, com localização privilegiada, ao lado do natal shopping",R$ 2.250,"['3 quartos ', ' 100m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Candelária
1300,Faço frete!,,,Neópolis
1301,LDAP0074 Excelente imóvel com vista mar no 12 andar totalmente mobiliado em ponta negra,R$ 2.100,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 1 ', ' 1 vaga']",Ponta Negra
1302,"LDAP0048 Apto alto padrão em Areia Preta, vista definitiva para o mar,com 180m²",R$ 4.500,"['3 quartos ', ' 185m² ', ' Condomínio: R$ 1 ', ' 3 vagas']",Areia Preta
1303,LDAP1218 Excelente apartamento em Areia preta com 1 quarto!,R$ 1.300,"['1 quarto ', ' 59m² ', ' Condomínio: R$ 1 ', ' 1 vaga']",Areia Preta
1304,"LDAP2063 Excelente apto mobiliado, com móveis projetados em Ponta Negra!",R$ 2.500,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 1 ', ' 1 vaga']",Ponta Negra
1305,LD - AP2062 Excelente apartamento em cancelaria próximo do natal shopping!,R$ 1.500,"['2 quartos ', ' 56m² ', ' 1 vaga']",Candelária
1306,Apartamento Lagoa Nova,,"['3 quartos ', ' 2 vagas']",Lagoa Seca
1307,"LDAP2061 Apartamento no bairro latino em Candelária, ao lado do Carrefour!",R$ 1.400,"['3 quartos ', ' 80m² ', ' Condomínio: R$ 1 ', ' 1 vaga']",Candelária
1308,LDAP2065 Lindo flat totalmente mobiliado em Ponta Negra,R$ 1.700,"['1 quarto ', ' 40m² ', ' Condomínio: R$ 1 ', ' 1 vaga']",Ponta Negra
1309,Apartamento em Ponta Negra - 79 m2,R$ 2.300,"['3 quartos ', ' 79m² ', ' 2 vagas']",Ponta Negra
1310,Alugo Apto de 2/4 no Natture condomínio club,R$ 1.800,"['2 quartos ', ' 1 vaga']",Candelária
1311,Mar del Plata Locação O Melhor do Planalto,R$ 800,"['2 quartos ', ' 55m² ', ' 1 vaga']",Planalto
1312,Jardins do Alto - Afonso Pena - Tirol - Mobiliado,R$ 2.803,"['2 quartos ', ' 69m² ', ' 1 vaga']",Petrópolis
1313,"Alugo Kitnet Com 2 vãos com banheiro R$270,00 incluso água",R$ 270,"['1 quarto ', ' 0m²']",Pajuçara
1314,Apartamento muito bem mobiliado - Ponta Negra!,R$ 2.500,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1315,Excelente Apartamento em Candelária 2/4 no cond. Quatro Estações,R$ 1.600,"['2 quartos ', ' 56m² ', ' 1 vaga']",Candelária
1316,Verano Ponta Negra - 2Qts 1Suite,R$ 1.635,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1317,Luxor - Vista MAR - 2Quartos 1Suite - em Ponta Negra,R$ 2.505,"['2 quartos ', ' 55m² ', ' 1 vaga']",Ponta Negra
1318,Apartamento com 185 metros em cancelaria ao lado do natal shopping com 3 suítes,R$ 3.800,"['3 quartos ', ' 180m² ', ' Condomínio: R$ 0 ', ' 3 vagas']",Candelária
1319,Alugo apartamento mobiliado no Residencial Estrela do Atlantico em Ponta Negra,R$ 2.190,"['2 quartos ', ' 60m² ', ' 1 vaga']",Ponta Negra
1320,"Excelente apartamento de 3 quartos para locação no Sports Park, Ponta Negra",R$ 4.199,"['3 quartos ', ' 108m² ', ' 2 vagas']",Ponta Negra
1321,Apto no Tirol 2/4 sendo uma suite- Próximo a AABB,R$ 800,['2 quartos'],Tirol
1322,Alugo Apartamento em Candelária,R$ 660,"['3 quartos ', ' 75m² ', ' Condomínio: R$ 162 ', ' 1 vaga']",Candelária
1323,"Loft para alugar com 1 dormitórios em Ponta negra, Natal cod:998",R$ 1.700,"['1 quarto ', ' 48m² ', ' 1 vaga']",Ponta Negra
1324,Alugo excelente apartamento totalmente mobiliado no Cristallo,R$ 3.000,"['2 quartos ', ' 55m² ', ' 1 vaga']",Ponta Negra
1325,Alugo lindo flat em Ponta Negra Natal.,R$ 1.700,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 700 ', ' 1 vaga']",Ponta Negra
1326,"Edifício Mansão Hermano Almeida - Apto 3/4 e 3 suítes de 185 m², 3 vagas por 4.200",R$ 4.200,"['3 quartos ', ' 185m² ', ' Condomínio: R$ 312 ', ' 3 vagas']",Petrópolis
1327,"Aluga-se Excelente apartamento, 57,00m², Inicio da Cidade Satélite, Natal(RN)",R$ 750,"['2 quartos ', ' 57m² ', ' 1 vaga']",Pitimbu
1328,Aluga-se Excelente apartamento de 1 quarto,R$ 450,"['1 quarto ', ' 30m²']",Pitimbu
1329,Alugo apartamento de 2/4 no quatro estações,R$ 1.550,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Candelária
1330,Ótimo apartamento de 3/4 para locação no natture,R$ 2.000,"['3 quartos ', ' 79m² ', ' Condomínio: R$ 0 ', ' 3 vagas']",Candelária
1331,Alugo apartamento de 3/4 no natture condomínio clube,R$ 1.900,"['3 quartos ', ' 79m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Candelária
1332,1600 incluso Condomínio,R$ 1.600,"['3 quartos ', ' 180m² ', ' Condomínio: R$ 500 ', ' 3 vagas']",Capim Macio
1333,Apartamento 1 quarto perto praia shopping,R$ 750,"['1 quarto ', ' 60m² ', ' Condomínio: R$ 0']",Ponta Negra
1334,Locação Condomínio Mar do Sul 1 - *,R$ 1.000,"['2 quartos ', ' 0m² ', ' 1 vaga']",Capim Macio
1335,Apartamento 03 suítes mobiliado em lagoa nova,R$ 3.200,"['3 quartos ', ' 220m² ', ' 3 vagas']",Lagoa Nova
1336,Disponível para locação - Avenida Engenheiro Roberto Freire,R$ 2.200,"['2 quartos ', ' 56m² ', ' 1 vaga']",Ponta Negra
1337,Flat em Ponta Negra para locação.,R$ 1.800,"['1 quarto ', ' 55m² ', ' 1 vaga']",Ponta Negra
1338,"Kitnet bem localizado com 1 dormitório para alugar, 16 m² - Nova Descoberta - Natal/RN",R$ 750,"['1 quarto ', ' 16m²']",Nova Descoberta
1339,"Kitnet mobiliado com 1 dormitório para alugar, 16 m² - Nova Descoberta - Natal/RN",R$ 900,"['1 quarto ', ' 16m²']",Nova Descoberta
1340,Alugo apartamento no condomínio porto Milano em Neópolis 2/4 suíte R$ 950,R$ 950,"['2 quartos ', ' 58m² ', ' 1 vaga']",Neópolis
1341,"Alugo apto no Bairro Latino 80 mts 3/4 suite, R$ 1.400",R$ 1.400,"['3 quartos ', ' 80m² ', ' 1 vaga']",Candelária
1342,Apartamento em candelária relativamente próximo da ufrn e natal shopping,R$ 1.500,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Candelária
1343,FLAT Macarena,R$ 1.550,"['2 quartos ', ' 80m² ', ' 1 vaga']",Ponta Negra
1344,"Apartamento com 3 dormitórios para alugar, 96 m² por R$ 1.200,00/mês - Lagoa Nova - Natal/",R$ 1.200,"['3 quartos ', ' 96m² ', ' 1 vaga']",Nova Descoberta
1345,"Alugo apartamento mobiliado no Sports Park, em Ponta Negra",R$ 4.200,"['3 quartos ', ' 108m² ', ' 2 vagas']",Ponta Negra
1346,"Apartamento com 2/4 para alugar, 59 m² por R$ 1.300/mês - Morro Branco - Natal/RN",R$ 1.300,"['2 quartos ', ' 59m² ', ' 1 vaga']",Tirol
1347,"Apartamento com 2 dormitórios para alugar, 56 m² por R$ 1.537,00/mês - Neópolis - Natal/RN",R$ 1.537,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 337 ', ' 1 vaga']",Neópolis
1348,Aluguel  de KITNETES: RS 550 a RS 780 mensal,R$ 550,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1349,Alugo apartamento de 75 m2 com 3/4 em Nova Descoberta - Natal/RN,R$ 950,"['3 quartos ', ' 75m² ', ' 2 vagas']",Nova Descoberta
1350,Flat Ponta Negra Mobiliado,R$ 2.600,"['1 quarto ', ' 40m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1351,"Alugo Kitnet, no bom pastor",R$ 450,"['1 quarto ', ' 32m² ', ' 1 vaga']",Bom Pastor
1352,Alugo excelente apartamento mobiliado,R$ 1.700,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 400 ', ' 1 vaga']",Capim Macio
1353,"Aluguel + Condomínio R$ 1.500,00 - Apartamento em Lagoa Nova - Residencial California",R$ 950,"['2 quartos ', ' 50m² ', ' Condomínio: R$ 550']",Lagoa Nova
1354,Apartamento 3/4 em Neópolis,R$ 750,"['3 quartos ', ' 80m² ', ' Condomínio: R$ 150 ', ' 1 vaga']",Neópolis
1355,"Apartamento com 2 dormitórios para alugar, 57 m² - Barro Vermelho - Natal/RN - AP0495",R$ 970,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 530 ', ' 1 vaga']",Barro Vermelho
1356,"Apartamento para alugar com 2 dormitórios em Barro vermelho, Natal cod:AL-01",R$ 1.500,['2 quartos'],Barro Vermelho
1357,"Apt. mobiliado no Ed. Studio da Praia c/ 54 m² em Ponta Negra, lazer completo",R$ 1.750,"['1 quarto ', ' 54m² ', ' 1 vaga']",Ponta Negra
1358,"Apto em Lagoa Nova com 3/4 Sendo 1 Suite + Dep., 80m², 02 Vagas, Andar Alto",R$ 2.200,"['3 quartos ', ' 80m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Lagoa Nova
1359,Portamaris mobiliado top 3/4 . andar alto,R$ 4.000,"['3 quartos ', ' 2 vagas']",Ponta Negra
1360,"Parque das Serras em Lagoa Nova com 3/4 sendo 1 suite perto do midway, 1 Andar",R$ 1.600,"['3 quartos ', ' 90m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Lagoa Nova
1361,Apto em Tirol no Vila Romana com 3/4+Dep. 110m² proximo ao midway,R$ 1.700,"['3 quartos ', ' 110m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Tirol
1362,Imperdível  3/4 mobiliado top em Ponta Negra ,R$ 4.000,"['3 quartos ', ' 2 vagas']",Ponta Negra
1363,"Apto no Milano em Lagoa nova com 3/4 sendo 1 suite, 75m², 8° Andar",R$ 1.700,"['3 quartos ', ' 75m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Lagoa Nova
1364,"Apto em Lagoa nova por 1.400 com 2/4, 1 banheiro, 54m², Andar Alto",R$ 1.400,"['2 quartos ', ' 54m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Lagoa Nova
1365,"Apto em Lagoa Nova com 3/4 sendo 1 suite + escritório, 90m²",R$ 3.000,"['3 quartos ', ' 90m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Lagoa Nova
1366,Excelente Apartamento em Candelária,R$ 1.800,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Candelária
1367,Alugo jardim botânico apartamento,R$ 950,['4 quartos'],Dix-Sept Rosado
1368,.aluga-se kitnet. ,R$ 380.000,['1 quarto'],Alecrim
1369,Apartamento em areia preta com lazer e 185 metros sendo 3 suítes,R$ 4.500,"['3 quartos ', ' 185m² ', ' Condomínio: R$ 0 ', ' 3 vagas']",Areia Preta
1370,Residencial Candelária; 4 suítes; 240m²; 4 vagas,R$ 4.600,"['4 quartos ', ' 240m² ', ' 4 vagas']",Candelária
1371,Condomínio Porto Arena - Aluguel,R$ 2.400,"['3 quartos ', ' 98m² ', ' 2 vagas']",Tirol
1372,Imóvel para locação mobiliado impecável,,"['2 quartos ', ' 80m² ', ' 2 vagas']",Ponta Negra
1373,Flat em petropolis no ocean view 2 residence,R$ 1.200,"['1 quarto ', ' 0m² ', ' 1 vaga']",Petrópolis
1374,Telas de proteção */ *,,['2 quartos'],Pajuçara
1375,"Kitnet em Neópolis(, próximo ao complexo de delegacias e Serrambi VII",R$ 500,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Neópolis
1376,Flat mobiliado c/ linda vista e excelente localização,R$ 1.200,"['1 quarto ', ' 42m² ', ' 1 vaga']",Ponta Negra
1377,Seu apartamento semi mobiliado em ponta negra no porcelanato !!!,R$ 2.000,"['2 quartos ', ' 1 vaga']",Ponta Negra
1378,Oportunidade na melhor localização de Candelária,R$ 1.600,"['2 quartos ', ' 1 vaga']",Candelária
1379,Residencial Príncipe de Asturia,R$ 1.200,"['2 quartos ', ' Condomínio: R$ 425 ', ' 1 vaga']",Capim Macio
1380,Alugo kitnet no Panatis!,R$ 420,"['1 quarto ', ' 44m²']",Potengi
1381,Flat a beira-mar no residencial Interatlântico (Petrópolis),R$ 1.900,"['1 quarto ', ' 47m² ', ' 1 vaga']",Petrópolis
1382,mangos flat,R$ 1.300,"['1 quarto ', ' 30m² ', ' 1 vaga']",Ponta Negra
1383,Apartamento 2 quartos em Candelária,R$ 1.600,"['2 quartos ', ' 57m² ', ' 1 vaga']",Candelária
1384,"Apto 3/4 sendo 1 suite, 80m²em Lagoa Nova",R$ 2.100,"['3 quartos ', ' 80m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Lagoa Nova
1385,"Apto em Tirol com 4/4 sendo 2 suites + Dep, 280m², 2 Vgs",R$ 3.000,"['4 quartos ', ' 280m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Tirol
1386,Aluga-se Apartamento,R$ 1.000,"['3 quartos ', ' 90m² ', ' Condomínio: R$ 300 ', ' 1 vaga']",Capim Macio
1387,Las lenas,R$ 1.500,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 1 ', ' 1 vaga']",Barro Vermelho
1388,"Apto em Tirol com 2/4 Sendo 1 Suite, 1 ° Andar, Escada, Sem Portaria",R$ 850,"['2 quartos ', ' 50m² ', ' Condomínio: R$ 0']",Tirol
1389,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821176",R$ 1.007,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
1390,Alugo 4 estações em candelaria,R$ 1.550,"['2 quartos ', ' 56m² ', ' 1 vaga']",Neópolis
1391,Apto no Estrela do Atlântico Ponta Negra,R$ 2.200,"['2 quartos ', ' 56m² ', ' 4 vagas']",Ponta Negra
1392,Apartamento próximo ao Natalshoping / Candelária - Corretor,R$ 1.399,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Candelária
1393,Excelente Apartamento 3/4 sendo 2 suites em Lagoa nova. Ed.: Jardins de Lagoa Nova,R$ 3.500,"['3 quartos ', ' 117m² ', ' 2 vagas']",Lagoa Nova
1394,"Aluguel - Jardins do Alto no Tirol - R$ 2.800,00 - Mobiliado na Av Afonso Pena",R$ 2.801,"['2 quartos ', ' 69m² ', ' 1 vaga']",Petrópolis
1395,Apartamento 2/4 com suite em ponta negra,R$ 1.600,"['2 quartos ', ' 54m² ', ' 1 vaga']",Ponta Negra
1396,"Apartamento 118mt 3/4 sendp 1 suíte 2.500,00 - Ponta Negra",R$ 2.500,"['3 quartos ', ' 118m² ', ' 2 vagas']",Ponta Negra
